                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     16,                 1.1013,                0.72917,                 1.0705,                0.38427,                0.54841,                0.42958,                  0.176,                  2.045,                 1.4334,                 1.5181,             0.00095702,             0.00095702,             0.00095702
                     17,                 1.0941,                0.70292,                 1.0629,                0.51932,                0.54425,                0.52297,                0.23293,                 1.9122,                 1.3446,                 1.4477,             0.00094602,             0.00094602,             0.00094602
                     18,                 1.0869,                 0.6864,                 1.0595,                0.54904,                0.56843,                0.56833,                0.25067,                 1.9405,                 1.3053,                 1.4217,             0.00093502,             0.00093502,             0.00093502
                     19,                 1.0848,                0.69289,                 1.0655,                0.54959,                 0.5645,                0.53692,                0.22604,                 1.9759,                 1.3356,                 1.4666,             0.00092402,             0.00092402,             0.00092402
                     20,                  1.083,                0.67721,                 1.0558,                0.56621,                0.62381,                0.57671,                0.23813,                 2.0367,                 1.2799,                 1.5284,             0.00091302,             0.00091302,             0.00091302
                     21,                 1.0809,                0.67516,                 1.0608,                 0.5069,                 0.5511,                0.54356,                0.24865,                 1.9416,                 1.3469,                  1.495,             0.00090202,             0.00090202,             0.00090202
                     22,                 1.0682,                0.66624,                 1.0526,                0.62865,                0.55794,                0.56406,                0.23499,                 1.9154,                 1.3381,                 1.4404,             0.00089102,             0.00089102,             0.00089102
                     23,                 1.0666,                0.66734,                 1.0509,                 0.5711,                0.64936,                0.57895,                 0.2426,                 1.9068,                 1.2767,                 1.4337,             0.00088002,             0.00088002,             0.00088002
                     24,                 1.0707,                 0.6574,                 1.0554,                0.62978,                0.54882,                0.60827,                0.25541,                 1.9376,                 1.3122,                 1.4763,             0.00086902,             0.00086902,             0.00086902
                     25,                 1.0646,                0.65816,                 1.0551,                0.56709,                0.65373,                0.60343,                0.25079,                 1.9801,                 1.3233,                 1.4867,             0.00085803,             0.00085803,             0.00085803
                     26,                 1.0702,                0.66329,                 1.0532,                0.61228,                0.59986,                0.60233,                0.24712,                 1.9639,                 1.2717,                 1.4757,             0.00084703,             0.00084703,             0.00084703
                     27,                 1.0559,                0.64879,                 1.0458,                0.61634,                0.60331,                0.64375,                 0.2793,                 1.9369,                 1.2565,                 1.4553,             0.00083603,             0.00083603,             0.00083603
                     28,                 1.0537,                 0.6422,                 1.0469,                 0.7526,                0.56265,                0.62104,                0.27841,                 1.9315,                 1.2524,                 1.4603,             0.00082503,             0.00082503,             0.00082503
                     29,                 1.0469,                0.63702,                 1.0459,                0.53604,                0.65302,                0.54656,                0.21931,                 1.9237,                 1.3344,                 1.4681,             0.00081403,             0.00081403,             0.00081403
                     30,                 1.0372,                0.63353,                  1.038,                0.58632,                0.61175,                0.54819,                0.23869,                 1.9238,                  1.317,                 1.4711,             0.00080303,             0.00080303,             0.00080303
                     31,                 1.0495,                0.63767,                 1.0456,                 0.6648,                0.60212,                0.58839,                0.25736,                 1.9366,                 1.2677,                 1.4618,             0.00079203,             0.00079203,             0.00079203
                     32,                 1.0426,                0.62859,                 1.0436,                 0.6279,                0.64185,                0.60341,                 0.2607,                 1.9761,                 1.2456,                 1.4954,             0.00078103,             0.00078103,             0.00078103
                     33,                 1.0384,                0.62617,                 1.0387,                0.64228,                0.66944,                0.62862,                0.27516,                 1.9183,                   1.23,                 1.4398,             0.00077003,             0.00077003,             0.00077003
                     34,                  1.034,                0.62383,                 1.0353,                0.69408,                0.56269,                0.64282,                 0.2789,                 1.8786,                 1.3142,                 1.4444,             0.00075904,             0.00075904,             0.00075904
                     35,                 1.0284,                0.62018,                 1.0382,                0.67755,                0.63565,                0.67336,                0.28665,                 1.9208,                 1.2072,                 1.4675,             0.00074804,             0.00074804,             0.00074804
                     36,                 1.0185,                0.61058,                 1.0334,                0.70407,                0.62939,                0.64068,                0.27578,                 1.9292,                  1.252,                 1.4725,             0.00073704,             0.00073704,             0.00073704
                     37,                 1.0335,                0.62581,                 1.0367,                0.55719,                0.72808,                0.60993,                0.26054,                 1.9507,                 1.2315,                 1.4888,             0.00072604,             0.00072604,             0.00072604
                     38,                 1.0152,                 0.6114,                 1.0355,                0.66974,                0.56411,                0.62141,                0.26301,                 1.9102,                 1.3273,                  1.439,             0.00071504,             0.00071504,             0.00071504
                     39,                 1.0256,                0.61589,                 1.0352,                 0.5809,                0.67634,                0.60922,                0.27742,                 1.9633,                 1.2353,                 1.4887,             0.00070404,             0.00070404,             0.00070404
                     40,                 1.0142,                0.59628,                 1.0262,                0.64567,                0.70447,                0.64043,                0.27786,                 1.8652,                 1.2172,                 1.3959,             0.00069304,             0.00069304,             0.00069304
                     41,                 1.0159,                0.59886,                 1.0299,                0.66709,                 0.6284,                0.65123,                0.27715,                 1.9078,                 1.2002,                 1.4517,             0.00068204,             0.00068204,             0.00068204
                     42,                 1.0119,                0.59492,                 1.0271,                0.70652,                0.66931,                0.71661,                0.29477,                 1.9028,                 1.1982,                 1.4547,             0.00067104,             0.00067104,             0.00067104
                     43,                 1.0111,                0.60084,                 1.0331,                 0.6698,                0.65525,                0.66463,                 0.2903,                 1.9121,                 1.2199,                 1.4546,             0.00066005,             0.00066005,             0.00066005
                     44,                 1.0076,                0.59107,                 1.0245,                0.72387,                0.62958,                0.68654,                0.29785,                  1.879,                 1.2026,                 1.4403,             0.00064905,             0.00064905,             0.00064905
                     45,                0.99578,                0.58375,                 1.0199,                 0.6783,                0.67529,                0.68158,                0.28006,                 1.8954,                 1.2645,                 1.4659,             0.00063805,             0.00063805,             0.00063805
                     46,                 1.0001,                0.58833,                 1.0249,                 0.7015,                0.63401,                0.70014,                0.28802,                 1.9392,                  1.152,                 1.4959,             0.00062705,             0.00062705,             0.00062705
                     47,                 1.0015,                0.58425,                 1.0254,                0.61989,                0.64036,                0.63979,                0.26233,                 1.9333,                 1.2481,                 1.4473,             0.00061605,             0.00061605,             0.00061605
                     48,                  1.005,                0.59096,                 1.0271,                0.64498,                0.71115,                0.69225,                0.27915,                 1.9083,                  1.218,                 1.4444,             0.00060505,             0.00060505,             0.00060505
                     49,                0.99293,                  0.581,                 1.0211,                0.60486,                0.66994,                   0.65,                0.28007,                 1.9693,                 1.1854,                 1.5153,             0.00059405,             0.00059405,             0.00059405
                     50,                0.98942,                0.56504,                 1.0174,                0.65307,                 0.6932,                0.67889,                0.27455,                 1.8874,                 1.1711,                 1.4348,             0.00058305,             0.00058305,             0.00058305
                     51,                0.97895,                0.56165,                  1.012,                0.65112,                0.66088,                 0.6631,                0.27209,                 1.9548,                 1.2038,                 1.4801,             0.00057205,             0.00057205,             0.00057205
                     52,                0.98084,                0.56828,                 1.0163,                0.58717,                0.69548,                0.63892,                0.27327,                 1.9249,                 1.1909,                 1.4582,             0.00056105,             0.00056105,             0.00056105
                     53,                0.98109,                 0.5691,                 1.0148,                0.64585,                0.63287,                0.65248,                0.27409,                 1.9163,                 1.1769,                 1.4585,             0.00055006,             0.00055006,             0.00055006
                     54,                0.97569,                0.56667,                 1.0104,                0.69978,                0.61536,                0.65065,                 0.2664,                 1.8898,                  1.195,                 1.4307,             0.00053906,             0.00053906,             0.00053906
                     55,                0.98456,                0.56729,                 1.0139,                0.72821,                0.64697,                0.70393,                0.30691,                 1.8984,                 1.2047,                 1.4249,             0.00052806,             0.00052806,             0.00052806
                     56,                0.98237,                0.56155,                 1.0105,                0.65321,                0.69128,                0.66178,                0.27323,                 1.8989,                  1.187,                 1.4659,             0.00051706,             0.00051706,             0.00051706
                     57,                0.98227,                0.56532,                 1.0173,                0.67216,                0.70388,                0.70654,                0.30811,                  1.922,                 1.1698,                 1.4422,             0.00050606,             0.00050606,             0.00050606
                     58,                0.96023,                0.54981,                 1.0087,                 0.6915,                0.66687,                0.67963,                0.28641,                 1.9629,                 1.1995,                 1.4762,             0.00049506,             0.00049506,             0.00049506
                     59,                 0.9775,                0.55782,                 1.0104,                0.62491,                0.66143,                0.64458,                0.26241,                 1.9038,                 1.1956,                 1.4297,             0.00048406,             0.00048406,             0.00048406
                     60,                0.95425,                0.55123,                 1.0059,                0.73108,                0.67074,                0.69174,                0.29293,                 1.9217,                 1.1796,                 1.4738,             0.00047306,             0.00047306,             0.00047306
                     61,                0.97141,                0.55463,                 1.0079,                0.71297,                0.62166,                0.65817,                0.28331,                 1.9609,                 1.2285,                    1.5,             0.00046206,             0.00046206,             0.00046206
                     62,                0.95077,                0.54179,                 1.0023,                0.67956,                0.63991,                0.66744,                  0.286,                 1.9241,                 1.1602,                 1.4651,             0.00045107,             0.00045107,             0.00045107
                     63,                0.96756,                0.55754,                 1.0066,                  0.702,                0.66474,                0.71143,                0.31815,                 1.8687,                 1.1912,                 1.4203,             0.00044007,             0.00044007,             0.00044007
                     64,                0.96689,                 0.5488,                 1.0126,                0.72273,                0.66361,                0.69533,                0.30205,                 1.8916,                 1.1676,                 1.4313,             0.00042907,             0.00042907,             0.00042907
                     65,                0.96078,                0.54449,                 1.0073,                0.72598,                0.63912,                 0.7077,                 0.2949,                 1.8994,                 1.1481,                 1.4424,             0.00041807,             0.00041807,             0.00041807
                     66,                0.94158,                0.53988,                 1.0001,                0.74976,                0.67041,                0.70685,                0.31539,                 1.8423,                  1.155,                 1.3964,             0.00040707,             0.00040707,             0.00040707
                     67,                0.95529,                 0.5396,                  1.005,                0.66885,                0.68323,                0.69703,                0.29696,                 1.9041,                 1.1829,                  1.437,             0.00039607,             0.00039607,             0.00039607
                     68,                0.95754,                 0.5387,                 1.0073,                0.71029,                0.69967,                0.69142,                 0.2866,                 1.8858,                 1.1644,                 1.4298,             0.00038507,             0.00038507,             0.00038507
                     69,                0.96203,                0.54545,                 1.0076,                0.59316,                0.71533,                0.65571,                0.27149,                 1.9091,                 1.1945,                 1.4322,             0.00037407,             0.00037407,             0.00037407
                     70,                 0.9602,                0.53336,                0.99942,                0.60085,                0.70066,                0.64874,                0.28043,                 1.9001,                 1.1964,                 1.4373,             0.00036307,             0.00036307,             0.00036307
                     71,                0.94866,                0.52945,                 1.0038,                0.71298,                0.68544,                 0.6607,                0.27156,                 1.9805,                 1.2156,                 1.4862,             0.00035208,             0.00035208,             0.00035208
                     72,                0.93401,                0.52326,                0.99646,                0.65933,                0.70963,                0.66529,                0.28417,                 1.8977,                  1.146,                 1.4413,             0.00034108,             0.00034108,             0.00034108
                     73,                0.93155,                0.52593,                0.99227,                0.69875,                0.66971,                0.68724,                0.28371,                 1.9038,                 1.1694,                 1.4398,             0.00033008,             0.00033008,             0.00033008
                     74,                0.94241,                0.53099,                0.99919,                0.68397,                 0.6497,                0.68661,                0.27826,                 1.9285,                 1.1527,                  1.466,             0.00031908,             0.00031908,             0.00031908
                     75,                0.92722,                 0.5181,                0.99339,                 0.6443,                0.64013,                0.65237,                0.27338,                 1.8777,                 1.1385,                  1.432,             0.00030808,             0.00030808,             0.00030808
                     76,                0.92493,                0.51792,                0.99785,                0.58853,                0.68427,                0.65866,                0.26685,                 1.9369,                 1.1871,                 1.4594,             0.00029708,             0.00029708,             0.00029708
                     77,                0.92992,                0.51437,                0.99336,                0.59946,                0.67493,                0.64478,                0.28394,                 1.9132,                 1.1359,                 1.4635,             0.00028608,             0.00028608,             0.00028608
                     78,                0.92847,                0.51675,                 0.9938,                0.65712,                0.70216,                 0.6535,                0.27026,                 1.9376,                 1.1706,                 1.4663,             0.00027508,             0.00027508,             0.00027508
                     79,                0.91417,                0.51475,                0.98827,                0.63154,                0.67855,                0.68077,                0.28597,                 1.9257,                  1.132,                 1.4628,             0.00026408,             0.00026408,             0.00026408
                     80,                0.92175,                0.51131,                0.99125,                0.73731,                0.60397,                 0.6743,                0.27328,                 1.9315,                 1.1507,                 1.4561,             0.00025309,             0.00025309,             0.00025309
                     81,                0.92644,                0.50843,                0.99072,                0.64673,                 0.6744,                0.65561,                0.27128,                  1.937,                 1.1783,                 1.4774,             0.00024209,             0.00024209,             0.00024209
                     82,                0.91114,                0.50565,                0.98782,                0.72539,                0.60099,                0.66652,                 0.2817,                 1.9128,                 1.1226,                 1.4559,             0.00023109,             0.00023109,             0.00023109
                     83,                  0.906,                0.49877,                0.98442,                0.71124,                0.61536,                0.67555,                 0.2815,                 1.9086,                 1.1285,                  1.465,             0.00022009,             0.00022009,             0.00022009
                     84,                0.92302,                0.50731,                0.98972,                0.70004,                0.62763,                0.66087,                0.28664,                 1.8893,                  1.111,                 1.4448,             0.00020909,             0.00020909,             0.00020909
                     85,                0.90761,                0.50624,                0.98819,                0.66706,                 0.6351,                0.65947,                0.28493,                 1.8851,                 1.1317,                 1.4505,             0.00019809,             0.00019809,             0.00019809
                     86,                0.90774,                0.49909,                0.98631,                0.72511,                0.63907,                0.67862,                0.28378,                 1.8826,                 1.1706,                 1.4316,             0.00018709,             0.00018709,             0.00018709
                     87,                0.88691,                0.48445,                0.97508,                0.69617,                0.68368,                0.69389,                0.28525,                  1.906,                 1.1364,                 1.4578,             0.00017609,             0.00017609,             0.00017609
                     88,                0.90576,                0.49718,                0.98793,                0.66755,                0.65952,                0.66978,                0.28237,                 1.8987,                 1.1295,                 1.4347,             0.00016509,             0.00016509,             0.00016509
                     89,                0.89204,                0.49093,                 0.9765,                0.62982,                0.67286,                0.67358,                0.28203,                 1.9108,                 1.1282,                 1.4476,              0.0001541,              0.0001541,              0.0001541
                     90,                0.90524,                0.49306,                0.98582,                 0.6334,                0.70317,                0.68553,                0.28574,                 1.8995,                 1.1183,                 1.4486,              0.0001431,              0.0001431,              0.0001431
                     91,                0.88945,                0.46144,                0.97144,                0.62811,                0.72966,                0.70002,                0.29908,                 1.8975,                  1.123,                 1.4378,              0.0001321,              0.0001321,              0.0001321
                     92,                0.88235,                0.45148,                0.96873,                0.66185,                0.68826,                0.69222,                0.28531,                 1.9019,                 1.1083,                  1.444,              0.0001211,              0.0001211,              0.0001211
                     93,                0.88171,                0.44622,                0.97037,                0.69844,                0.65747,                 0.6982,                 0.2826,                 1.9224,                 1.1205,                 1.4664,              0.0001101,              0.0001101,              0.0001101
                     94,                0.87545,                0.44612,                0.96755,                0.71049,                0.65629,                0.70599,                0.28866,                 1.9172,                 1.1056,                 1.4664,             9.9101e-05,             9.9101e-05,             9.9101e-05
                     95,                0.86973,                0.44169,                0.96821,                0.64804,                0.69874,                0.68732,                0.28172,                 1.9138,                 1.1122,                 1.4596,             8.8102e-05,             8.8102e-05,             8.8102e-05
                     96,                0.87079,                0.43956,                0.96825,                 0.6545,                 0.7089,                0.70547,                0.28492,                 1.9217,                 1.0885,                 1.4772,             7.7103e-05,             7.7103e-05,             7.7103e-05
                     97,                0.86786,                0.43635,                0.97011,                0.65419,                 0.6922,                0.69097,                0.28031,                 1.9188,                 1.1128,                 1.4634,             6.6105e-05,             6.6105e-05,             6.6105e-05
                     98,                0.86585,                0.43745,                0.96469,                 0.6259,                 0.6968,                0.68676,                0.28267,                 1.9119,                 1.1076,                 1.4586,             5.5106e-05,             5.5106e-05,             5.5106e-05
                     99,                0.85744,                 0.4334,                0.95954,                0.74855,                0.63472,                0.71173,                0.28959,                 1.9177,                 1.0953,                 1.4754,             4.4107e-05,             4.4107e-05,             4.4107e-05
                    100,                0.85737,                0.42947,                0.95994,                0.65701,                0.68811,                0.70954,                0.28489,                 1.9187,                 1.0914,                 1.4747,             3.3108e-05,             3.3108e-05,             3.3108e-05
